date,total_events,mean_tone,total_mentions
2013-08-02,123501.0,69.22965613442858,55827.7
2013-08-03,89830.0,72.69740621173328,27044.0
2013-08-04,92032.0,70.43018732614743,42626.5
2013-08-05,136133.0,71.0606686108438,60130.9
2013-08-06,156650.0,71.76977338014683,60475.5
2013-08-07,156102.0,70.49982063010083,75101.59999999999
2013-08-08,146540.0,70.63661798826259,72142.3
2013-08-09,124547.0,71.68657050955022,44332.5
2013-08-10,94373.0,74.60116770686531,7315.399999999999
2013-08-11,88428.0,73.7396157282278,16451.1
2013-08-12,135312.0,72.30993555634386,54773.0
2013-08-13,143380.0,71.35535639559214,65878.5
2013-08-14,146812.0,71.50831675884805,62165.799999999996
2013-08-15,34544.0,71.60479388605836,9681.4
2013-08-16,131857.0,71.62953806017124,43994.6
2013-08-17,79596.0,73.40485702799135,18370.7
2013-08-18,86392.0,72.65562783591074,27936.0
2013-08-19,141363.0,71.53215886273759,60222.4
2013-08-20,142024.0,71.60861544527685,60510.7
2013-08-21,148577.0,71.27560120341641,61279.799999999996
2013-08-22,143159.0,71.67961497356086,58025.1
2013-08-23,132445.0,72.92317565782022,39562.799999999996
2013-08-24,86089.0,72.76106122733451,15464.699999999999
2013-08-25,103709.0,71.7393958094283,30097.199999999997
2013-08-26,144415.0,71.17633902295468,51582.799999999996
2013-08-27,165253.0,73.56841339659066,64646.1
2013-08-28,163649.0,71.25668351166216,56580.7
2013-08-29,167715.0,72.36898309632411,50335.6
2013-08-30,161748.0,72.71592229888468,42310.5
2013-08-31,96063.0,74.52811175999084,165.39999999999839
2013-09-01,61067.0,71.48636743249219,16515.899999999998
2013-09-02,129673.0,70.34498314992327,54027.1
2013-09-03,154414.0,69.1101215745935,86779.29999999999
2013-09-04,185534.0,69.24642922591008,101661.7
2013-09-05,175247.0,68.72525635246252,109079.59999999999
2013-09-06,163559.0,69.8287529270783,89266.2
2013-09-07,103712.0,71.51512843258254,42215.2
2013-09-08,103289.0,70.8923312259776,39907.2
2013-09-09,168459.0,68.75242047026279,110680.0
2013-09-10,180376.0,69.80075622496287,109612.29999999999
2013-09-11,178346.0,68.83479864981553,106130.9
2013-09-12,162352.0,69.08484034690056,102276.09999999999
2013-09-13,164249.0,68.82134442218826,108890.9
2013-09-14,101960.0,69.78504315417811,51717.0
2013-09-15,85938.0,68.89480788475413,54260.4
2013-09-16,161410.0,74.1591442103748,86582.2
2013-09-17,173339.0,71.03697956028361,72825.9
2013-09-18,167586.0,70.10039621448092,92234.4
2013-09-19,57350.0,69.95877942458587,31266.399999999998
2013-09-20,154864.0,70.52200331906266,78896.0
2013-09-21,96879.0,73.20965327883236,24823.6
2013-09-22,108045.0,72.86880466472303,25826.699999999997
2013-09-23,174224.0,70.72302323445679,80275.09999999999
2013-09-24,178806.0,67.89224580607606,105251.5
2013-09-25,179287.0,68.12254653153882,122401.59999999999
2013-09-26,180369.0,68.70488831229314,121760.59999999999
2013-09-27,117062.0,67.87734704686406,82686.8
2013-09-28,98000.0,69.4975918367347,53030.4
2013-09-29,66746.0,70.23904054175532,29397.2
2013-09-30,136052.0,69.57057595625201,84948.0
2013-10-01,161106.0,68.55096825630355,112736.1
2013-10-02,161737.0,68.98199546176818,108462.59999999999
2013-10-03,51865.0,67.5920177383592,38153.5
2013-10-04,62753.0,67.84480423246697,44795.2
2013-10-05,99322.0,72.35735285233886,25272.899999999998
2013-10-06,105017.0,72.73073883276041,29558.1
2013-10-07,160250.0,69.49971918876756,92540.5
2013-10-08,143728.0,68.80216102638317,91505.1
2013-10-09,170618.0,70.93206310578817,106516.09999999999
2013-10-10,174645.0,69.55094620515904,107538.5
2013-10-11,140974.0,70.40676583459243,81680.5
2013-10-12,94284.0,70.83024691358025,45143.7
2013-10-13,93746.0,68.99130620299749,56158.5
2013-10-14,138527.0,67.57850094205462,102612.0
2013-10-15,155459.0,67.90169755369583,114870.09999999999
2013-10-16,153612.0,67.43123584094992,114201.59999999999
2013-10-17,152892.0,67.39878486886363,99264.5
2013-10-18,149639.0,70.3929390065424,76884.8
2013-10-19,95624.0,71.21612775035555,41052.9
2013-10-20,94426.0,69.61590028170207,57346.9
2013-10-21,73095.0,69.56913605581776,41578.9
2013-10-22,170220.0,68.54591704852544,109424.3
2013-10-23,159719.0,68.86335376504987,99275.09999999999
2013-10-24,163151.0,69.93605278784482,92061.79999999999
2013-10-25,151130.0,69.8791371666777,80588.09999999999
2013-10-26,91756.0,71.75173285670692,26673.0
2013-10-27,95911.0,71.03733669756336,39118.2
2013-10-28,154137.0,69.814956824124,85515.8
2013-10-29,165256.0,68.59670450694679,111551.7
2013-10-30,153057.0,68.83488504282718,96526.8
2013-10-31,159322.0,68.81232492247156,98158.2
2013-11-01,135018.0,69.89448814232176,65217.5
2013-11-02,96565.0,72.0704499559882,25093.3
2013-11-03,90013.0,70.8395120704787,33162.7
2013-11-04,107419.0,69.97802995745631,51562.299999999996
2013-11-05,157190.0,68.40610725873147,100887.8
2013-11-06,149737.0,68.08175000166959,106312.09999999999
2013-11-07,157291.0,67.68941007432085,113295.0
2013-11-08,132614.0,69.12581285759289,81526.9
2013-11-09,102510.0,68.59873183104088,66417.59999999999
2013-11-10,101036.0,67.90467754067858,67327.5
2013-11-11,140614.0,67.0258651343394,112078.9
2013-11-12,161513.0,66.61812361853225,141996.5
2013-11-13,164443.0,67.24398727826663,131606.4
2013-11-14,161743.0,68.48394675503731,114954.7
2013-11-15,147370.0,69.55640734994563,96413.59999999999
2013-11-16,72960.0,71.40822368421053,28055.899999999998
2013-11-17,98593.0,68.57266743075066,62832.4
2013-11-18,158128.0,68.7990931397349,99458.2
2013-11-19,171571.0,69.88721287397054,99495.59999999999
2013-11-20,172982.0,68.44649732342093,121221.4
2013-11-21,170063.0,69.26299077400728,114505.5
2013-11-22,151915.0,70.9931737241052,88670.0
2013-11-23,93435.0,69.16847005939958,62452.1
2013-11-24,98902.0,67.54868455642959,77703.6
2013-11-25,157955.0,67.66646196701592,128932.8
2013-11-26,161207.0,68.50942576935245,120385.3
2013-11-27,158374.0,68.6576205690328,114575.09999999999
2013-11-28,123521.0,69.05976311720275,84145.0
2013-11-29,121674.0,69.49266893502309,78750.3
2013-11-30,67143.0,70.6353901374678,31922.0
2013-12-01,21806.0,70.10761301096646,8908.599999999999
2013-12-02,36407.0,68.08940588348395,20433.5
2013-12-03,37759.0,67.7380227230594,22594.6
2013-12-04,53794.0,67.50111536602596,34214.3
2013-12-05,164217.0,67.87260149679996,113172.5
2013-12-06,151164.0,67.73400412796698,106661.3
2013-12-07,95718.0,68.25813326647025,62875.5
2013-12-08,40229.0,65.58204280494171,34220.4
2013-12-09,144045.0,66.23703009476205,120847.8
2013-12-10,154797.0,67.27758289889339,118982.3
2013-12-11,124003.0,69.3435684751318,97139.09999999999
2013-12-12,154858.0,67.86224153740847,120397.3
2013-12-13,141271.0,69.55806216420922,87724.09999999999
2013-12-14,82786.0,69.06640011596164,47015.5
2013-12-15,90088.0,69.1731640174052,51108.0
2013-12-16,146454.0,69.89960533143966,87666.7
2013-12-17,149226.0,69.83539061557637,86923.9
2013-12-18,138299.0,70.67975184202344,77566.4
2013-12-19,148468.0,72.09450988758107,72202.5
2013-12-20,135598.0,71.97683594153307,63680.799999999996
2013-12-21,84932.0,73.71365327556163,22636.0
2013-12-22,80482.0,72.6319425461594,27646.1
2013-12-23,112173.0,72.20474624018257,58489.4
2013-12-24,95054.0,72.00352431249605,48467.4
2013-12-25,73051.0,72.28293931636802,30820.8
2013-12-26,99506.0,73.20217876308966,36414.299999999996
2013-12-27,104896.0,74.7387316961562,21653.6
2013-12-28,70456.0,76.1782814806404,3897.899999999999
2013-12-29,74430.0,74.80617348733105,6722.299999999998
2013-12-30,105113.0,74.76269348225243,23357.6
2013-12-31,99089.0,73.55638870106672,31481.5
2014-01-01,73336.0,73.69690193083888,17535.1
2014-01-02,115773.0,74.55569951543106,25569.199999999997
2014-01-03,107898.0,74.75395280728095,15446.199999999999
2014-01-04,71168.0,74.75965321492805,8148.9
2014-01-05,85133.0,72.10623377538674,27324.0
2014-01-06,126225.0,70.70223014458308,59120.4
2014-01-07,134148.0,71.00125980260607,66485.0
2014-01-08,139942.0,70.99640515484396,67058.1
2014-01-09,143622.0,70.61938978707997,71973.4
2014-01-10,132025.0,70.70428327968187,66897.3
2014-01-11,87294.0,71.23716406625886,33390.9
2014-01-12,89080.0,70.52015042658284,38590.0
2014-01-13,130828.0,68.61009111199438,82525.09999999999
2014-01-14,145135.0,69.6576773348951,81708.5
2014-01-15,154905.0,70.13894967883542,86409.4
2014-01-16,152570.0,69.87156481880169,80598.7
2014-01-17,34004.0,71.68000823432537,7955.599999999999
2014-01-18,22843.0,74.0711815435801,-645.2000000000004
2014-01-19,22122.0,71.6792333423741,5092.0
2014-01-20,35274.0,69.37407155411918,17349.3
2014-01-21,36086.0,72.56750540375769,9240.4
2014-01-22,39737.0,71.22387195812468,10970.199999999999
2014-01-26,84672.0,70.24852371504157,35909.799999999996
2014-01-27,151721.0,69.06108580882014,83941.0
2014-01-28,158295.0,69.13051580909062,91519.1
2014-01-29,148367.0,68.28502294984733,99289.8
2014-01-30,93427.0,68.33893842251169,63956.4
2014-01-31,118125.0,70.2249814052295,59635.6
2014-02-01,82985.0,71.50750135566669,29009.6
2014-02-02,82156.0,70.66764448123082,35085.2
2014-02-03,128314.0,68.86169864551023,74036.9
2014-02-04,138412.0,68.26239776897957,90381.1
2014-02-05,136152.0,67.94615576708385,91835.3
2014-02-06,137628.0,67.8750181649083,93113.0
2014-02-07,127453.0,68.95611715691274,77527.8
2014-02-08,76201.0,70.18523378958281,31363.5
2014-02-09,78731.0,70.36709419957995,40655.7
2014-02-10,133906.0,68.67483906621062,90345.4
2014-02-11,147324.0,67.58862778637561,113656.8
2014-02-12,147309.0,68.74708945142524,94764.59999999999
2014-02-13,142521.0,68.57112285207093,93514.09999999999
2014-02-14,132477.0,69.52303418706643,82492.3
2014-02-15,79325.0,69.23225969114402,43215.9
2014-02-16,77877.0,69.80675937696624,36627.0
2014-02-17,137541.0,69.54158733813331,81487.5
2014-02-18,153402.0,70.73154196164326,75920.5
2014-02-19,167325.0,70.4289616016734,81013.7
2014-02-20,160885.0,70.0478354103863,83835.7
2014-02-21,146646.0,69.83990016775091,81710.59999999999
2014-02-22,93287.0,72.51285816887669,33940.5
2014-02-23,93415.0,71.55513568484719,39002.5
2014-02-24,150837.0,70.10210359527171,76066.9
2014-02-25,158191.0,71.06329248826566,79696.09999999999
2014-02-26,160810.0,70.77909333996642,67969.2
2014-02-27,43197.0,70.40007407921847,14885.0
2014-02-28,147531.0,70.00966576516122,74338.4
2014-03-01,98898.0,70.57616938664079,45093.4
2014-03-02,29865.0,69.64737987610916,15944.699999999999
2014-03-03,149553.0,69.74881814473798,81564.3
2014-03-04,151586.0,69.30430250814719,91402.09999999999
2014-03-05,156682.0,67.64426706655141,110039.79999999999
2014-03-06,156233.0,68.4753605192245,97090.09999999999
2014-03-07,139939.0,70.05060061884106,70976.2
2014-03-08,91088.0,69.55202661162832,45391.5
2014-03-09,87132.0,68.10551806454575,54883.2
2014-03-10,144985.0,69.76069248542953,76002.4
2014-03-11,152708.0,69.71396390496896,72251.9
2014-03-12,144496.0,70.38434998935797,79611.5
2014-03-13,149060.0,69.41698644841004,79757.4
2014-03-14,89867.0,69.52769092102774,46876.0
2014-03-15,93098.0,72.60110850931277,21665.8
2014-03-16,94025.0,71.65257112470088,29491.1
2014-03-17,142774.0,70.23219913989942,66760.7
2014-03-18,153788.0,69.98205321611569,77940.4
2014-03-20,152077.0,70.05726046673725,78460.3
2014-03-21,141767.0,72.27691799669958,70686.3
2014-03-22,90989.0,72.02133224895317,29194.199999999997
2014-03-23,90776.0,72.0312527540319,27354.8
2014-03-24,146069.0,69.92807508780098,74747.5
2014-03-25,155794.0,69.55784561664763,88750.0
2014-03-26,154900.0,68.73448030987734,95829.2
2014-03-27,151269.0,68.09613998902617,103407.2
2014-03-28,139318.0,69.85688137929054,74167.4
2014-03-29,86515.0,71.07522773443353,35668.9
2014-03-30,76171.0,69.62115503275525,36776.299999999996
2014-03-31,139906.0,69.5908252683945,77289.09999999999
2014-04-01,140954.0,69.2781474807384,86319.4
2014-04-02,135591.0,68.69065055940291,87958.6
2014-04-03,140298.0,70.07596687051847,75284.1
2014-04-04,89595.0,69.5316144874156,49967.1
2014-04-05,107528.0,71.08850717952534,45304.9
2014-04-06,93284.0,70.59597573002873,40561.9
2014-04-07,143598.0,70.45796119172218,68835.4
2014-04-08,114133.0,69.31279296960564,67116.8
2014-04-09,159169.0,68.73062424607961,94417.3
2014-04-10,156776.0,68.80562075827933,94781.4
2014-04-11,141180.0,69.76108513953818,74229.0
2014-04-12,89183.0,70.9969388784858,33652.5
2014-04-13,88230.0,72.40235747478182,23722.6
2014-04-14,142038.0,70.89036032610991,66214.5
2014-04-15,146752.0,73.15966660268413,66523.1
2014-04-16,147611.0,69.78377627683574,81882.59999999999
2014-04-17,156088.0,69.8841743119266,86865.59999999999
2014-04-18,121628.0,69.95547077975466,65903.59999999999
2014-04-19,80383.0,70.79667342597315,33316.2
2014-04-20,82269.0,70.58877584509354,34397.7
2014-04-21,123215.0,70.91171529440409,55586.4
2014-04-22,147469.0,54.84333105033669,80208.0
2014-04-23,159526.0,69.22186352068002,90888.3
2014-04-24,149346.0,70.00392377432271,71779.8
2014-04-25,141354.0,69.04486608090326,77466.5
2014-04-26,87104.0,70.10280813739897,37954.7
2014-04-27,88940.0,67.69096019788621,61739.6
2014-04-28,140758.0,69.86436908999197,77662.0
2014-04-29,149319.0,70.76688833972904,65847.09999999999
2014-04-30,145382.0,70.95274966195389,66880.6
2014-05-01,135116.0,71.14836140797537,52789.1
2014-05-02,134461.0,72.65540937520917,34623.0
2014-05-03,88108.0,74.56675897761838,8479.499999999998
2014-05-04,83787.0,72.49532743743063,23468.8
2014-05-05,133420.0,71.79619997001949,51371.799999999996
2014-05-06,150675.0,70.38872407499585,64478.5
2014-05-07,150543.0,69.81395348837209,77842.6
2014-05-08,142582.0,70.07668386475335,70433.2
2014-05-09,133009.0,71.01881827545505,53286.299999999996
2014-05-10,86236.0,72.16391066375992,26232.899999999998
2014-05-11,82042.0,70.67923746373809,33896.1
2014-05-12,138654.0,69.64758319269549,70548.59999999999
2014-05-13,141615.0,69.66026903929668,77691.3
2014-05-14,146263.0,69.08106629838032,85382.5
2014-05-15,149392.0,70.06784834529292,65353.9
2014-05-16,136638.0,70.67280645830803,58286.399999999994
2014-05-17,86117.0,71.36357513615198,28552.0
2014-05-18,82745.0,70.76479545591879,30712.399999999998
2014-05-19,138908.0,70.59546606386961,69416.3
2014-05-20,149515.0,70.04855700096981,77767.59999999999
2014-05-21,150538.0,69.60231303723977,86795.3
2014-05-22,149945.0,69.81619927306679,77537.4
2014-05-23,141114.0,70.36495315843928,60083.799999999996
2014-05-24,93026.0,70.29897731866808,26394.899999999998
2014-05-25,96952.0,71.22778282036472,30291.0
2014-05-26,116191.0,68.53439595149366,63321.1
2014-05-27,140360.0,69.90976061555999,72418.4
2014-05-28,144195.0,69.97293942231006,73079.4
2014-05-29,144334.0,69.97186387129851,75165.8
2014-05-30,133468.0,70.63193424641112,65298.9
2014-05-31,88110.0,71.79803654522756,42720.1
2014-06-01,88296.0,70.85612238031554,49770.5
2014-06-02,137510.0,69.65606864955276,82374.5
2014-06-03,148359.0,68.28051550630565,100282.5
2014-06-04,153408.0,68.39472517730496,104997.2
2014-06-05,150530.0,68.34856174848868,96025.09999999999
2014-06-06,117239.0,69.68646951952849,59247.0
2014-06-07,85202.0,69.5979789206826,43408.299999999996
2014-06-08,83876.0,69.77110257999905,46550.799999999996
2014-06-09,128814.0,70.59149484890523,73004.9
2014-06-10,143306.0,70.49242878874576,67772.09999999999
2014-06-11,143722.0,70.63703538776248,70526.0
2014-06-12,138735.0,70.42439182614336,70946.9
2014-06-13,132414.0,71.08455299288595,59022.299999999996
2014-06-14,85870.0,73.97146849889367,9020.8
2014-06-15,86561.0,73.47155185360613,16076.3
2014-06-16,140019.0,71.41533649004778,63443.7
2014-06-17,148093.0,72.89526045106906,54611.899999999994
2014-06-18,148637.0,71.73606168046987,59150.6
2014-06-19,147183.0,70.88706576167084,66355.0
2014-06-20,143640.0,71.85731690336954,60869.799999999996
2014-06-21,95101.0,73.82545924858834,18966.6
2014-06-22,96272.0,74.91912497922553,7407.499999999999
2014-06-23,143263.0,72.27942315880583,55591.9
2014-06-24,147311.0,71.61800544426417,67576.0
2014-06-25,150497.0,69.82193071720022,66329.3
2014-06-26,146102.0,70.84634707259312,73384.7
2014-06-27,138284.0,70.4540583147725,84252.3
2014-06-28,81868.0,73.7766160160258,16481.5
2014-06-29,82453.0,73.48536742144009,17912.1
2014-06-30,128912.0,72.28701750031028,48884.5
2014-07-01,136445.0,72.35297006119681,48658.5
2014-07-02,140927.0,72.03970850156465,53232.2
2014-07-03,138149.0,71.51461466835805,54094.6
2014-07-04,109948.0,72.88597336922909,30697.6
2014-07-05,74316.0,75.29846870122181,2544.799999999999
2014-07-06,84375.0,75.07121777777778,816.399999999999
2014-07-07,153123.0,72.06349797221841,45282.7
2014-07-08,140596.0,71.86602037042306,43110.7
2014-07-09,142763.0,71.09496157968101,52663.299999999996
2014-07-10,155901.0,71.91250857916242,50894.4
2014-07-11,228739.0,73.17784612845838,58907.4
2014-07-12,93633.0,74.31352194205034,11906.099999999999
2014-07-13,94616.0,73.80133381246301,17692.3
2014-07-14,148466.0,71.91030943111554,52397.299999999996
2014-07-15,161108.0,70.80284653772624,67710.9
2014-07-16,160155.0,72.2713933377041,52581.4
2014-07-17,170637.0,76.1190822857315,8675.199999999999
2014-07-18,174753.0,75.71280607485994,-19028.300000000003
2014-07-19,111138.0,76.66212276629055,-20989.2
2014-07-20,108491.0,76.02027817975684,-7568.600000000001
2014-07-21,162998.0,73.77267819237046,32630.6
2014-07-22,165610.0,73.52164120524122,41319.2
2014-07-23,170611.0,73.72134856486393,36875.5
2014-07-24,172181.0,73.10568038648586,43753.2
2014-07-25,178061.0,75.12480554416744,20889.999999999996
2014-07-26,104054.0,74.41161320083803,15851.699999999999
2014-07-27,96641.0,75.87971978766777,70.49999999999869
2014-07-28,144934.0,74.04575875915934,21377.6
2014-07-29,148535.0,72.73643249065877,49944.299999999996
2014-07-30,145296.0,73.59777970487832,38028.0
2014-07-31,153580.0,72.93210855947869,44280.99999999999
2014-08-01,143942.0,74.15748009614984,29039.0
2014-08-02,94887.0,74.94018147902241,5619.999999999998
2014-08-03,95207.0,75.77605638240885,177.49999999999852
2014-08-04,149415.0,73.00118462001807,43735.799999999996
2014-08-05,158436.0,73.62240904844859,39560.299999999996
2014-08-06,161261.0,73.96841765833028,34649.9
2014-08-07,163970.0,75.4551989825398,41548.1
2014-08-08,152690.0,74.77984805815706,29801.8
2014-08-09,102690.0,74.10370045768819,18526.6
2014-08-10,98791.0,72.50754623396868,28642.699999999997
2014-08-11,137385.0,72.40671834625323,38154.5
2014-08-12,152667.0,71.33670013820931,68178.9
2014-08-13,160449.0,70.67736788636888,78925.3
2014-08-14,155980.0,71.89620060726227,43548.49999999999
2014-08-15,143311.0,73.41396682738939,33912.9
2014-08-16,91991.0,74.64771553738953,7839.199999999999
2014-08-17,92149.0,73.68425050733052,19030.8
2014-08-18,149492.0,72.68918738126455,52792.799999999996
2014-08-19,153218.0,75.00019579944914,17116.899999999998
2014-08-20,162897.0,75.59218401812188,13789.899999999998
2014-08-21,159916.0,74.833018584757,27416.3
2014-08-22,146839.0,74.22978603249427,17964.699999999997
2014-08-23,94583.0,76.38509034393073,-2619.4000000000015
2014-08-24,103645.0,76.84272275555985,-4837.800000000001
2014-08-25,152958.0,74.17808156487402,33889.1
2014-08-26,160783.0,72.78447348289309,51146.6
2014-08-27,164345.0,72.75657914752502,59320.299999999996
2014-08-28,165129.0,71.99798339480043,66421.2
2014-08-29,141784.0,71.3444854990918,55777.7
2014-08-30,104590.0,73.36864901042165,22257.3
2014-08-31,101049.0,74.30886005799167,17169.0
2014-09-01,131220.0,71.86273433927755,47805.1
2014-09-02,162834.0,72.60133018902687,54649.5
2014-09-03,182156.0,71.35974659083423,91823.09999999999
2014-09-04,172619.0,70.61585920437496,85184.59999999999
2014-09-05,161622.0,70.12623302311616,93300.0
2014-09-06,101483.0,72.45255855660554,35443.4
2014-09-07,95913.0,72.80494823433737,28832.3
2014-09-08,155372.0,70.6128324279793,79518.9
2014-09-09,166269.0,70.08148241704707,88653.7
2014-09-10,176327.0,70.3274881328441,91705.0
2014-09-11,180606.0,71.2085755733475,82783.5
2014-09-12,168500.0,72.13491492374506,73916.7
2014-09-13,97669.0,73.1092055821192,33073.1
2014-09-14,103977.0,72.68397818748377,36452.799999999996
2014-09-15,166591.0,70.88788710074374,85362.59999999999
2014-09-16,171906.0,70.5905843891429,84520.7
2014-09-17,172500.0,70.36988985507246,88052.7
2014-09-18,167106.0,71.40915330204754,75884.4
2014-09-19,158251.0,71.49722276636483,64404.5
2014-09-20,101878.0,73.29196686232552,26632.5
2014-09-21,97621.0,72.22538183382675,34813.6
2014-09-22,160836.0,70.19909721704096,87983.7
2014-09-23,183670.0,73.38721075842544,42907.6
2014-09-24,183978.0,72.57586233136571,64380.299999999996
2014-09-25,179052.0,71.64731460124312,74123.9
2014-09-26,162458.0,71.6620788142166,69401.9
