,total_events,mean_tone,total_mentions,PC1_Direction
2016-10-13,243843.0,69.85154321240803,134652.3,-1.0
2016-10-14,239558.0,68.69394468145501,159065.6,-1.0
2016-10-17,223440.0,71.30501700680271,93029.1,1.0
2016-10-18,244088.0,70.13822064173577,135215.5,1.0
2016-10-19,244767.0,69.80182786078188,139580.3,-1.0
2016-10-20,252373.0,69.04154170605173,140966.4,-1.0
2016-10-21,229809.0,69.79931595368328,128644.7,1.0
2016-10-24,210164.0,69.23907499048345,125353.0,-1.0
2016-10-25,236741.0,70.06884926086994,112602.2,-1.0
2016-10-26,244608.0,70.00919021454736,131280.4,-1.0
2016-10-27,242877.0,69.83537346064057,135895.4,1.0
2016-10-28,230272.0,70.25566286826015,114057.4,1.0
2016-10-31,207392.0,70.3501677981793,106232.5,-1.0
2016-11-01,226375.0,69.72836506604231,116948.2,-1.0
2016-11-02,239923.0,70.20365283861906,118909.7,-1.0
2016-11-03,238073.0,69.8880503930474,122869.2,1.0
2016-11-04,231618.0,70.6337201771883,106605.1,1.0
2016-11-07,218760.0,69.8635125251417,111267.0,1.0
2016-11-08,232926.0,68.41783448279338,117863.6,1.0
2016-11-09,260258.0,65.9626447601995,200971.2,1.0
2016-11-10,247919.0,67.20490563450159,165377.3,1.0
2016-11-11,221910.0,67.95911405524762,143004.7,1.0
2016-11-14,207213.0,68.52971835607977,124595.4,1.0
2016-11-15,242240.0,68.54526314920389,153991.1,-1.0
2016-11-16,243958.0,68.61776207379958,154299.3,1.0
2016-11-17,239981.0,68.26702947316663,160467.4,-1.0
2016-11-18,230934.0,67.62953430677936,156189.9,1.0
2016-11-21,208142.0,69.45571292675193,117282.1,1.0
2016-11-22,226803.0,69.11241914789487,140103.1,1.0
